,title,series_id,episode_id,season,episode,rating,votes,original_air_date,year,plot,series_title,episode_title
19,Talent Show,tt2950342,tt5825060,2,9,7.9,57,2016-06-19,2016,"
    Tommy's attempts to write jokes for the Old Town Talent Show lead him to cross paths with a mysterious old woman who lives in an old haunted house.    ",Mr. Pickles,Talent Show
20,Finale,tt2950342,tt5825126,2,10,8.0,75,2016-06-26,2016,"
    Grandpa finds an ancient and mysterious coin that he thinks has something to do with Mr. Pickles.    ",Mr. Pickles,Finale
21,Brain Download,tt2950342,tt7863126,3,1,7.9,49,2018-02-25,2018,"
    The new Memory Download Store may reveal the truth about where Grandma has been.    ",Mr. Pickles,Brain Download
22,Momma's Boy,tt2950342,tt8047512,3,2,7.8,46,2018-02-25,2018,"
    The Sheriff and Mr. Bojenkins bond with some wolves.    ",Mr. Pickles,Momma's Boy
23,S.H.O.E.S.,tt2950342,tt8047516,3,3,7.8,44,2018-03-04,2018,"
    Tommy tries to protect a strange new friend from a military group that is out to capture him.    ",Mr. Pickles,S.H.O.E.S.
24,Telemarketers Are the Devil,tt2950342,tt8047518,3,4,7.6,34,2018-03-04,2018,"
    When Mr. Goodman and his co-workers are kidnapped from Telemarketing Corp., he winds up the property of a farm owner who has a vendetta against telemarketers.    ",Mr. Pickles,Telemarketers Are the Devil
25,Gorzoth,tt2950342,tt8058694,3,5,7.9,34,2018-03-11,2018,"
    The truth about a mysterious jeweled head is discovered the hard way.    ",Mr. Pickles,Gorzoth
26,Tommy Goes to School,tt2950342,tt8058704,3,6,7.7,33,2018-03-11,2018,"
    Tommy teaches the kids at school that we're all the same, with some help from a giant pimple.    ",Mr. Pickles,Tommy Goes to School
27,Sheriffs,tt2950342,tt8063098,3,7,7.5,30,2018-03-18,2018,"
    Sheriff searches for a birthday present for Momma while staring in his own television show.    ",Mr. Pickles,Sheriffs
28,Bullies,tt2950342,tt8063106,3,8,7.1,28,2018-03-18,2018,"
    When Mrs. Goodman confronts the parents of Tommy's bullies, they dump their out-of-control kids with her for the day.    ",Mr. Pickles,Bullies
29,Tommy's Cartoon,tt2950342,tt8141622,3,9,7.3,25,2018-03-25,2018,"
    Mr. Pickles goes on an adventure with the Sheriff. Tommy has fun exploring on his own and meets someone really weird.    ",Mr. Pickles,Tommy's Cartoon
30,Finale,tt2950342,tt8141672,3,10,8.3,42,2018-03-25,2018,"
    Grandpa is fed up Mr. Pickles and wants to leave the town but Mr. Pickles keeps interfering.    ",Mr. Pickles,Finale
