,title,series_id,episode_id,season,episode,rating,votes,original_air_date,year,plot,series_title,episode_title
16,Stimpy's Fan Club,tt0101178,tt1091089,2,10,8.8,107.0,1993-04-24,1993,"
    Ren's jealousy drives him to distraction when day after day, the mailman dumps mountains of fan mail addressed to Stimpy only. Stimpy appeases Ren's feelings of worthlessness by appointing him president of the Official Stimpy Fan Club. Can Ren put his feelings aside in order to perform the delicate duties involved in receiving and replying to the inexhaustible stream of Stimpy's fan mail?    ",The Ren & Stimpy Show,Stimpy's Fan Club
17,A Visit to Anthony,tt0101178,tt0684949,2,11,8.2,74.0,1993-05-08,1993,"
    Ren and Stimpy visit a young fan at his home.    ",The Ren & Stimpy Show,A Visit to Anthony
18,The Royal Canadian Kilted Yaksmen,tt0101178,tt1091091,2,12,8.3,78.0,1993-05-23,1993,"
    The pioneering spirit is abound in this re-telling of the colonization of the north American continent. With the motto ""We Always Get Our Butts Kicked!"", Ren and Stimpy set out across forests, deserts, mountains and vast snow fields atop lumbering yaks. Can they tap into the nation's vast natural resources to bring about prosperity?    ",The Ren & Stimpy Show,The Royal Canadian Kilted Yaksmen
19,To Salve and Salve Not!/No Pants Today,tt0101178,tt1143613,3,1,7.3,52.0,1993-11-20,1993,"
    Capitalising on Stimpy's idiocy, a door-to-door salesman makes a nuisance of himself as he continually appears in surprising places to pressure Stimpy to buy his Salve product. Next, Stimpy is worried when he discovers that he has no pants to wear, and embarks on a grand mission through city and country to attain some.    ",The Ren & Stimpy Show,To Salve and Salve Not!/No Pants Today
20,A Yard Too Far/Circus Midgets,tt0101178,tt1143611,3,2,7.7,54.0,1993-11-27,1993,"
    In a classic Hanna and Barbera tribute, Ren and Stimpy follow their noses to the ultimate free lunch: a dish of hog jowls cooling on a window-sill. Can they reach this treat, or will the resident baboon, napping in the yard, pose a mortal threat? Next, hitch-hiking in the middle of nowhere, the two are picked-up by a disturbing duo of maniacal midgets intent on causing chaos, crime and vaudevillian behavior.    ",The Ren & Stimpy Show,A Yard Too Far/Circus Midgets
21,Ren's Pecs/An Abe Divided,tt0101178,tt1011883,3,3,7.3,49.0,1993-12-18,1993,"
    The first half of this episode sees Ren, after a humiliating experience at the beach, electing to have some pectoral implants. Can Stimpy, his kind donor, keep up with Ren's new lifestyle? Next, the two respond to a job vacancy guarding the Lincoln memorial. Will they succeed, while under the watchful eye of a transvestite Army Officer, in finding a mythical treasure hidden inside the very statue they guard?    ",The Ren & Stimpy Show,Ren's Pecs/An Abe Divided
22,Stimpy's Cartoon Show,tt0101178,tt1143612,3,4,8.3,59.0,1994-01-08,1994,"
    Stimpy draws an animated cartoon to show to his idol, Wilbur Cobb, while Ren serves as a producer on the project.    ",The Ren & Stimpy Show,Stimpy's Cartoon Show
23,Lair of the Lummox,tt0101178,tt0937980,3,5,7.5,51.0,1994-07-30,1994,"
    In this wildlife documentary, Ren and his stupid assistant observe the natural behavior of the rare animal called the Lummox. Actually an obese, ignorant, dim-witted and unhygienic human, these massive land-beasts exhibit playfulness, curiosity, rage and most intriguing of all, courtship. Which of the two competing ignoramuses underpants has what it takes to win over the female of the species?    ",The Ren & Stimpy Show,Lair of the Lummox
24,Jiminy Lummox/Bass Masters,tt0101178,tt1144344,3,6,7.3,43.0,1994-02-19,1994,"
    Stimpy tries to remedy Ren's nasty behavior by introducing him to his conscience. Ren's conscience is played by the great guitar playing oaf, Jiminy Lummox.    ",The Ren & Stimpy Show,Jiminy Lummox/Bass Masters
25,Ren's Retirement,tt0101178,tt1144345,3,7,7.5,49.0,1994-04-02,1994,"
    Ren's feeling fine on his 10th birthday until Stimpy reminds him that he's 70 years old in ""dog years"". Ren prepares for death with a will, a fake funeral, and the search for the perfect coffin.    ",The Ren & Stimpy Show,Ren's Retirement
26,Jerry the Bellybutton Elf/Road Apples,tt0101178,tt0684952,3,8,7.7,55.0,1994-04-09,1994,"
    Stimpy becomes so obsessed with playing with his belly button that he ends up inside of it; Ren and Stinpy pretend to be roadkill in the desert.    ",The Ren & Stimpy Show,Jerry the Bellybutton Elf/Road Apples
27,Hard Times for Haggis,tt0101178,tt1144346,3,9,6.8,43.0,1994-04-30,1994,"
    TV star Haggis MacHaggis (voiced by Alan Young) is kicked out of his mansion and thrown out onto the streets after Ren and Stimpy's cartoon show becomes more popular than his. Just as he plans to end it all, Haggis enlists in the help of two thugs-for-hire who help him sabotage Ren and Stimpy's show.    ",The Ren & Stimpy Show,Hard Times for Haggis
28,Eat My Cookies/Ren's Bitter Half,tt0101178,tt0684950,3,10,7.7,47.0,1994-06-04,1994,"
    Desperate to join the Barrette Beret Girls, Ren and Stimpy have to prove themselves to the burly babes. When Ren gets hold of Stimpy's cloning liquid, he splits into 2 Rens.    ",The Ren & Stimpy Show,Eat My Cookies/Ren's Bitter Half
29,Hermit Ren,tt0101178,tt1148098,4,1,7.9,52.0,1994-10-01,1994,"
    Stimpy's stupidity becomes too much for Ren and he leaves home to become a hermit. All alone, Ren begins to go crazy because he misses his true friend.    ",The Ren & Stimpy Show,Hermit Ren
30,House of Next Tuesday/A Friend in Your Face,tt0101178,tt1174517,4,2,7.4,43.0,1994-10-08,1994,"
    Ren and Stimpy spend some time in a flawed futuristic house; Ren and Stimpy have parasitic creatures living in their heads annoying Ren immensely.    ",The Ren & Stimpy Show,House of Next Tuesday/A Friend in Your Face
31,Blazing Entrails/Lumber Jerks,tt0101178,tt1174513,4,3,7.3,42.0,1994-10-22,1994,"
    Stimpy is becoming dangerously stupid. Ren is injected into Stimpy in a race against time to find the problem.When Ren & Stimpy try to collect money from their paper route, Pierre convinces them to grow up and get a man's job - lumberjacking.    ",The Ren & Stimpy Show,Blazing Entrails/Lumber Jerks
32,Prehistoric Stimpy/Farm Hands,tt0101178,tt1174522,4,4,7.3,41.0,1994-10-29,1994,"
    Ren & Stimpy go to the Natural History Museum to see the skeletal remains of the mammoth Stimpysaurus. Wilbur Cobb tells them about the evolution of the great beast and says that even the meat-eating Renosaurus couldn't conquer the huge bumbling idiot.    ",The Ren & Stimpy Show,Prehistoric Stimpy/Farm Hands
33,Magical Golden Singing Cheeses/Hard Day's Luck,tt0101178,tt1174520,4,5,7.2,36.0,1994-11-05,1994,"
    Renwaldo sends Stimpleton on a food mission to trade their last chigger for some cheese. Stimpy meets a village idiot and trades his chigger for the magical golden singing cheeses.    ",The Ren & Stimpy Show,Magical Golden Singing Cheeses/Hard Day's Luck
34,I Love Chicken/Powdered Toast Man vs. Waffle Woman,tt0101178,tt0684953,4,6,7.9,50.0,1994-11-19,1994,"
    In a deranged tribute to the ""I Love Lucy"" show, Stimpy lavishes affection on a store-bought oven-ready chicken. Next, Powdered-Toast Man and Waffle-Woman face off in a fight-to-the-death; the world hangs in the balance.    ",The Ren & Stimpy Show,I Love Chicken/Powdered Toast Man vs. Waffle Woman
35,It's a Dog's Life/Egg Yolkeo,tt0101178,tt1135430,4,7,6.8,48.0,1994-12-03,1994,"
    It's the 11th hour at the dog pound and Ren and Stimpy are about to take that last long walk. A sweet rich old lady falls for them and adopts them immediately.    ",The Ren & Stimpy Show,It's a Dog's Life/Egg Yolkeo
36,Double Header/The Scotsman in Space,tt0101178,tt1174515,4,8,7.3,41.0,1995-01-07,1995,"
    This great star of a kiddy TV show is quickly overshadowed by the new cult hit ""The Ren & Stimpy Show."" The Scotsman kidnaps Ren & Stimpy in a rage.    ",The Ren & Stimpy Show,Double Header/The Scotsman in Space
37,Pixie King/Aloha Hoek,tt0101178,tt1174521,4,9,7.0,43.0,1995-01-14,1995,"
    Ren and Stimpy find themselves in elf and gnome world where everyone happily works to graduate Pixie status. Stimpy loves his new work, but Ren thinks it's too hard and everyone is too happy. Ren decides instead that he wants to become a pixie king.    ",The Ren & Stimpy Show,Pixie King/Aloha Hoek
38,Insomaniac Ren/My Shiny Friend,tt0101178,tt1174518,4,10,7.6,36.0,1995-01-21,1995,"
  Know what this is about?
 Be the first one to add a plot.
    ",The Ren & Stimpy Show,Insomaniac Ren/My Shiny Friend
39,Cheese Rush Days/Wiener Barons,tt0101178,tt1174514,4,11,6.9,37.0,1995-02-11,1995,"
    Ren & Stimpy journey to the Blue-Cheese Mountains to become miners. After dealing with some savages, they finally reach the blessed mountains where they mine the cheese and dream of being rich.    ",The Ren & Stimpy Show,Cheese Rush Days/Wiener Barons
40,Galoot Wranglers/Ren Needs Help,tt0101178,tt1174516,4,12,7.2,38.0,1995-03-04,1995,"
    Wilbur Cobb tells a campfire story about Galoot Wranglers. Ren and Stimpy play the part of the galoot wranglers.Ren goes crazy and is sent to a home. Here we see the whole cast of the Ren & Stimpy show has gone nuts.    ",The Ren & Stimpy Show,Galoot Wranglers/Ren Needs Help
41,Superstitious Stimpy/Travelogue,tt0101178,tt1174523,4,13,7.0,40.0,1995-04-01,1995,"
    Slap on your Happy Helmets with everyone?s favorite psychotic Chihuahua and stupid cat in these classic episodes.    ",The Ren & Stimpy Show,Superstitious Stimpy/Travelogue
42,Ol' Blue Nose/Stupid Sidekick Union,tt0101178,tt1135431,5,1,7.3,42.0,1995-03-18,1995,"
    Slap on your Happy Helmets with everyone?s favorite psychotic Chihuahua and stupid cat in these classic episodes.    ",The Ren & Stimpy Show,Ol' Blue Nose/Stupid Sidekick Union
43,Space Dogged/Feud for Sale,tt0101178,tt0684954,5,2,7.5,39.0,1995-06-03,1995,"
    Ren and Stimpy are going to be the first dog and cat sent up to space in the Russian space program.In the spirit of the Hatfields and McCoys, Ren and Stimpy present the Nitwits and the Dimwits.    ",The Ren & Stimpy Show,Space Dogged/Feud for Sale
44,Hair of the Cat/City Hicks,tt0101178,tt1179212,5,3,7.1,33.0,1995-07-01,1995,"
    Ren is suffering from horrible allergies. Little does he know that he may be allergic to his best pal Stimpy.    ",The Ren & Stimpy Show,Hair of the Cat/City Hicks
45,Stimpy's Pet/Ren's Brain,tt0101178,tt0684955,5,4,8.1,42.0,1995-10-07,1995,"
    Ren and Stimpy find an abandoned circus clown at their doorstep. While Ren DOES NOT want to keep him, Stimpy pleads and begs until Ren agrees. Ren's status as Lord of the Manor is challenged.Stimpy the mad scientist replaces Ren's brain.    ",The Ren & Stimpy Show,Stimpy's Pet/Ren's Brain
46,Bellhops/Dog Tags,tt0101178,tt1179211,5,5,7.2,31.0,1995-10-14,1995,"
    Ren and Stimpy get jobs as bellhops and must make sure that no one finds out who is living in the top two floors of the hotel, but their curiosity gets the best of them. Mark Hamill voices Mr. Noggin. / Ren is getting ready for the annual Dog Lodge meeting and Stimpy begs to come along (due to the fact that the lodge is for dogs only since he's a cat) in which Ren agrees to bring him to the Dog Lodge. However, this turns out to be a mistake by letting his feline friend to Dog Lodge and the two dogs refusing Ren to join in the lodge by thinking that he is some type of ...    ",The Ren & Stimpy Show,Bellhops/Dog Tags
47,I Was a Teenage Stimpy/Who's Stupid Now?,tt0101178,tt0825139,5,6,7.4,43.0,1995-10-21,1995,"
    Stimpy enters his teens; the pair's show is canceled.    ",The Ren & Stimpy Show,I Was a Teenage Stimpy/Who's Stupid Now?
48,School Mates/Dinner Party,tt0101178,tt1179356,5,7,7.1,35.0,1995-11-11,1995,"
    Ren's old school friend visits; dinner etiquette Ren-and-Stimpy style.    ",The Ren & Stimpy Show,School Mates/Dinner Party
49,Pen Pals/Big Flakes,tt0101178,tt1135432,5,8,7.5,36.0,1995-11-18,1995,"
    Ren and Stimpy are snowed in. Stimpy amuses himself with watching dark TV, whistling in a bottle and other mundane activities.Ren and Stimpy are watching TV when they see the grand opening of a new jail where the prisoners are treated like kings.    ",The Ren & Stimpy Show,Pen Pals/Big Flakes
50,Terminal Stimpy/Reverend Jack Cheese,tt0101178,tt1179213,5,9,7.5,42.0,1995-12-09,1995,"
    Stimpy gets paranoid because he's used up eight of his lives and only has one left to live.Ren and Stimpy begin a job working for the Reverend Jack Cheese in his meat mobile.    ",The Ren & Stimpy Show,Terminal Stimpy/Reverend Jack Cheese
51,A Scooter for Yaksmas,tt0101178,tt1163650,5,10,6.7,46.0,1995-12-16,1995,"
    Stimpy believes in Yaksmas, yet Ren who thinks Yaksmas is stupid, doesn't believe in the festive holiday.    ",The Ren & Stimpy Show,A Scooter for Yaksmas
52,Sammy and Me/The Last Temptation,tt0101178,tt0684951,5,11,6.9,36.0,1996-10-20,1996,"
  Know what this is about?
 Be the first one to add a plot.
    ",The Ren & Stimpy Show,Sammy and Me/The Last Temptation
