,title,series_id,episode_id,season,episode,rating,votes,original_air_date,year,plot,series_title,episode_title
29,The Final Shinsult,tt0118375,tt0620313,2,18,7.5,184,1998-03-15,1998,"
    Cotton and Dale plot to steal the wooden leg of historical Mexican General Santa Anna while it is on display in the Arlen museum.    ",King of the Hill,The Final Shinsult
30,Leanne's Saga,tt0118375,tt0620257,2,19,7.8,196,1998-04-19,1998,"
    Luanne's mother, Leanne, is released from prison and takes up residence with the Hill family. Trouble begins to brew, however, when she starts dating Bill and falls into some old habits.    ",King of the Hill,Leanne's Saga
31,Junkie Business,tt0118375,tt0620253,2,20,7.8,189,1998-04-26,1998,"
    Hank, in his fervor to pass up a sexy, female candidate for a position at Strickland Propane, inadvertently hires drug addict Leon Petard. Morale hits an all-time low at the job place when a ""stick-boy"" lawyer says that Hank must accommodate for Petard's condition.    ",King of the Hill,Junkie Business
32,"Life in the Fast Lane, Bobby's Saga",tt0118375,tt0620258,2,21,7.9,187,1998-05-03,1998,"
    In order to make Bobby learn the importance of hard work, Hank gets Bobby a job at the local race track as a drink-boy, under the management of an incompetent boss. Bobby desperately tries to convince his father that his boss is an idiot, Hank is convinced Bobby simply is isn't applying himself enough and makes him continue working for the man. Descision and an oversight, on Hank's part, that may put Bobby's life in dire jeopardy.    ",King of the Hill,"Life in the Fast Lane, Bobby's Saga"
33,Peggy's Turtle Song,tt0118375,tt0620285,2,22,7.4,187,1998-05-10,1998,"
    Bobby is diagnosed with ADD, which causes Peggy to quit her job and keep an eye on him. Peggy begins to question her role in life when she starts taking guitar lessons from a feminist musician.    ",King of the Hill,Peggy's Turtle Song
34,Propane Boom,tt0118375,tt0620292,2,23,8.2,202,1998-05-17,1998,"
    Buck Strickland is forced to close the Arlen branch of Strickland Propane after the local Mega Lo Mart begins selling propane at a lower price. As a result, Hank has to take a job at Mega Lo- working under Buckley.    ",King of the Hill,Propane Boom
35,Death of a Propane Salesman,tt0118375,tt0620218,3,1,7.8,198,1998-09-15,1998,"
    Buckley is killed in an explosion at Mega Lo Mart.    ",King of the Hill,Death of a Propane Salesman
36,And They Call It Bobby Love,tt0118375,tt0620197,3,2,7.7,203,1998-09-22,1998,"
    Bobby falls head-over-heals for a classmate. Hank and his friends discover an abandoned couch in the alleyway where they normally stand and drink beer.    ",King of the Hill,And They Call It Bobby Love
37,Peggy's Headache,tt0118375,tt0764029,3,3,8.0,183,1998-10-06,1998,"
    Stressed by her new job as a newspaper columnist, Peggy seeks John Redcorn's help. Hank fears she's getting the same kind of ""help"" as Nancy, which leads to an eye-opening experience for Peggy.    ",King of the Hill,Peggy's Headache
38,Pregnant Paws,tt0118375,tt0620290,3,4,7.4,171,1998-10-13,1998,"
    Hank wants Ladybird to have babies, but the veterinarian reels him it would be nearly impossible, so he attempts to discover a way to get her pregnant.    ",King of the Hill,Pregnant Paws
39,Next of Shin,tt0118375,tt0764026,3,5,7.5,158,1998-11-03,1998,"
    Deedee has become pregnant with Cotton's child.    ",King of the Hill,Next of Shin
40,Peggy's Pageant Fever,tt0118375,tt0620284,3,6,7.0,174,1998-11-10,1998,"
    Peggy competes in a pageant exclusively for mothers in an attempt to win a truck of her own.    ",King of the Hill,Peggy's Pageant Fever
41,Nine Pretty Darn Angry Men,tt0118375,tt0620275,3,7,8.1,190,1998-11-17,1998,"
    After Thanksgiving dinner, Hank's feelings about his mother translate into an argument with his father over the latest model of a lawn mower.    ",King of the Hill,Nine Pretty Darn Angry Men
42,Good Hill Hunting,tt0118375,tt0620227,3,8,7.4,178,1998-12-01,1998,"
    Bobby is excited about going on his first deer hunting trip, but Hank fails to obtain the proper license in time and must seek an alternative.    ",King of the Hill,Good Hill Hunting
43,"Pretty, Pretty Dresses",tt0118375,tt0620291,3,9,8.1,220,1998-12-15,1998,"
    During the Christmas season, Bill becomes suicidal and his friends have to watch him. Things take a bizarre turn when he decides to become his ex-wife Lenore.    ",King of the Hill,"Pretty, Pretty Dresses"
44,A Fire-fighting We Will Go,tt0118375,tt0620190,3,10,8.7,293,1999-01-12,1999,"
    Hank and the boys become volunteer firemen, but when the firehouse burns down, they all have a different version of how the event took place.    ",King of the Hill,A Fire-fighting We Will Go
45,To Spank with Love,tt0118375,tt0620329,3,11,7.7,174,1999-01-19,1999,"
    Peggy gets a reputation for draconian discipline after spanking one of her students in class.    ",King of the Hill,To Spank with Love
46,Three Coaches and a Bobby,tt0118375,tt0620327,3,12,7.6,175,1999-01-26,1999,"
    After Hank's old football coach takes over, Bobby quits football and turns to the kinder, gentler world of soccer, which Hank and Peggy find disconcerting.    ",King of the Hill,Three Coaches and a Bobby
47,De-Kahnstructing Henry,tt0118375,tt0620217,3,13,7.6,163,1999-02-02,1999,"
    Hank inadvertently causes Kahn to lose his job.    ",King of the Hill,De-Kahnstructing Henry
48,The Wedding of Bobby Hill,tt0118375,tt0620326,3,14,8.2,201,1999-02-09,1999,"
    Both Luanne and Bobby are enticed by the charm of ""self-proclaimed"" genius Rad Thibodeaux, much to the dismay of Hank. After an incident at Boomhauer's house, where Bobby was supposed to be house-sitting, Luanne and Rad break-up. Upset with Luanne over the recent revelation he begins to perform a series of practical jokes which she retaliates to. For Bobby's final joke he replaces Luanne's birth control pills with candy. With the assistance of Hank and Peggy, Luanne convinces Bobby that because she didn't take her birth control pills she is now pregnant and Bobby must...    ",King of the Hill,The Wedding of Bobby Hill
49,Sleight of Hank,tt0118375,tt0764033,3,15,7.8,167,1999-02-16,1999,"
    Hank is upset when Peggy refuses to reveal the details of a magic trick to him.    ",King of the Hill,Sleight of Hank
50,Jon Vitti Presents: 'Return to La Grunta',tt0118375,tt0620250,3,16,8.2,183,1999-02-23,1999,"
    While Luanne gets a job at a country club, Hank has an unpleasant encounter with a dolphin.    ",King of the Hill,Jon Vitti Presents: 'Return to La Grunta'
51,Escape from Party Island,tt0118375,tt0620220,3,17,7.8,196,1999-03-16,1999,"
    Hanks accompanies his mother and some of her friends on a trip to a museum on an island during Spring Break, the only problem is MTV and the college students are there, too.    ",King of the Hill,Escape from Party Island
52,Love Hurts and So Does Art,tt0118375,tt0620261,3,18,8.2,203,1999-03-23,1999,"
    While Bobby comes down with a case of gout when he becomes addicted to deli food, Hank is horrified to find an X-ray of his colon in an art museum.    ",King of the Hill,Love Hurts and So Does Art
53,Hank's Cowboy Movie,tt0118375,tt0620232,3,19,7.4,169,1999-04-06,1999,"
    Hank and his friends make a video to persuade the Dallas Cowboys to relocate their training camp to Arlen.    ",King of the Hill,Hank's Cowboy Movie
54,Dog Dale Afternoon,tt0118375,tt0620219,3,20,8.1,186,1999-04-13,1999,"
    After Dale behaves like a big jerk, Hank and the boys steal his lawnmower and blame it on a conspiracy, pushing Dale to the limits of his sanity.    ",King of the Hill,Dog Dale Afternoon
55,Revenge of the Lutefisk,tt0118375,tt0620297,3,21,8.2,188,1999-04-20,1999,"
    Cotton is suspected of arson when the church burns down; the police believe that he did it because of the new woman pastor.    ",King of the Hill,Revenge of the Lutefisk
56,Death and Texas,tt0118375,tt0763466,3,22,7.6,163,1999-04-27,1999,"
    While Peggy is tricked into smuggling cocaine to a death row inmate, who is her former student, Dale decides that he wants to be an executioner.    ",King of the Hill,Death and Texas
57,Wings of the Dope,tt0118375,tt0620336,3,23,7.7,201,1999-05-04,1999,"
    Luanne believes that the angel of her late boyfriend Buckley has visited her.    ",King of the Hill,Wings of the Dope
58,Take Me Out of the Ball Game,tt0118375,tt0620303,3,24,7.7,158,1999-05-11,1999,"
    Hank is chosen to coach Strickland Propane's softball team and invites Peggy to play pitcher, which spurs friction between the two when Peggy becomes the star player.    ",King of the Hill,Take Me Out of the Ball Game
59,As Old as the Hills,tt0118375,tt0764011,3,25,8.2,180,1999-05-18,1999,"
    Feeling depressed and inadequate due to their routine lives and the impending birth of Hank's brother, Hank & Peggy decide to celebrate their 20th anniversary by going sky diving. But things go awry when Peggy's parachute fails to open and Didi goes into labor with no one to drive her to the hospital but Bobby.    ",King of the Hill,As Old as the Hills
60,Peggy Hill: The Decline and Fall,tt0118375,tt0620280,4,1,7.9,185,1999-09-26,1999,"
    Peggy survives the fall with several broken bones and paralysis, while Cotton names his newborn son G.H., which stands for ""Good Hank.""    ",King of the Hill,Peggy Hill: The Decline and Fall
61,Cotton's Plot,tt0118375,tt0620212,4,2,8.0,175,1999-10-03,1999,"
    Cotton helps Peggy rehabilitate, while Peggy uncovers the truth behind Cotton's war stories.    ",King of the Hill,Cotton's Plot
62,Bills Are Made to Be Broken,tt0118375,tt0620205,4,3,8.1,164,1999-10-24,1999,"
    When Bill's high school football record is broken unfairly, Hank convinces him to return to the field and re-claim his record.    ",King of the Hill,Bills Are Made to Be Broken
63,Little Horrors of Shop,tt0118375,tt0620259,4,4,8.2,159,1999-10-31,1999,"
    Hank gives Peggy a run for her money as Substitue of the Year when he teaches shop at Tom Landry, but gets into trouble when he brings tools to the class.    ",King of the Hill,Little Horrors of Shop
64,Aisle 8A,tt0118375,tt0620195,4,5,8.5,195,1999-11-07,1999,"
    Hank has the misfortune of being left all alone with Connie right when she gets her first period. He tries to handle the situation the best way he knows how, and unfortunately, he doesn't.    ",King of the Hill,Aisle 8A
65,A Beer Can Named Desire,tt0118375,tt0620189,4,6,8.3,234,1999-11-14,1999,"
    Hank is given the chance to win a million dollars after winning an Alamo Beer contest. All he must do is throw a football through a one-foot hole into a Giant Alamo beer can. Or he can let former Cowboy ""Dandy"" Don Meredith make the throw for $100,000; Bill visits his family in Louisiana.    ",King of the Hill,A Beer Can Named Desire
66,Happy Hank's Giving,tt0118375,tt0620237,4,7,8.1,166,1999-11-21,1999,"
    The Hills and their friends are all stranded at the Dallas-Fort Worth airport the night before Thanksgiving.    ",King of the Hill,Happy Hank's Giving
67,Not in My Back Hoe,tt0118375,tt0620276,4,8,7.9,154,1999-11-28,1999,"
    Hank strikes up a friendship with a man just like himself, straining his relationship with Dale, Bill and Boomhauer; Cotton puts up his own child as collateral so he can test drive a new car.    ",King of the Hill,Not in My Back Hoe
68,To Kill a Ladybird,tt0118375,tt0764040,4,9,7.8,172,1999-12-12,1999,"
    Bobby befriends a wild raccoon that may or may not have infected Ladybird and Dale with rabies.    ",King of the Hill,To Kill a Ladybird
69,Hillennium,tt0118375,tt0764022,4,10,8.1,175,1999-12-19,1999,"
    As Y2K approaches, everybody fears the approaching millennium, even Dale, who hoards food, Mountain Dew and hamsters in his basement. Only Hank is unaffected by the growing concerns...until there's a propane shortage.    ",King of the Hill,Hillennium
70,Old Glory,tt0118375,tt0620278,4,11,7.5,145,2000-01-09,2000,"
    Peggy authors one of Bobby's English papers, only to have a rival substitute teacher uncover the deception; Bill displays an enormous American flag on his property.    ",King of the Hill,Old Glory
71,Rodeo Days,tt0118375,tt0620298,4,12,7.5,156,2000-01-16,2000,"
    Bobby secretly becomes a rodeo clown.    ",King of the Hill,Rodeo Days
72,Hanky Panky,tt0118375,tt0620236,4,13,8.3,192,2000-02-06,2000,"
    Buck Strickland is getting a divorce. Since Texas is a community property state, he sells Sugarfoot's Barbecue to Hank until the divorce is final.    ",King of the Hill,Hanky Panky
73,High Anxiety,tt0118375,tt0620238,4,14,8.4,194,2000-02-13,2000,"
    When Debbie, Buck's former girl Friday and lover, turns up dead in a dumpster, a city detective suspects Hank of murdering her.    ",King of the Hill,High Anxiety
74,Naked Ambition,tt0118375,tt0764024,4,15,8.2,171,2000-02-20,2000,"
    During a picnic, Bobby accidentally sees Luanne naked, and Joseph is jealous of him.    ",King of the Hill,Naked Ambition
75,Movin' on Up,tt0118375,tt0620269,4,16,7.9,166,2000-02-27,2000,"
    Luanne is sick of Hank's rules and regulations, so she rents the house next door with three other people. When she gets angry at them for being irresponsible, she gets upset because she's acting just like Hank would.    ",King of the Hill,Movin' on Up
76,Bill of Sales,tt0118375,tt0620204,4,17,7.6,142,2000-03-12,2000,"
    Peggy starts selling health bars, but when her business is slow, she uses Bill to do all the work and takes most of the money.    ",King of the Hill,Bill of Sales
77,Won't You Pimai Neighbor?,tt0118375,tt0620338,4,18,7.9,170,2000-03-19,2000,"
    Buddhist monks believe Bobby is a lama.    ",King of the Hill,Won't You Pimai Neighbor?
78,Hank's Bad Hair Day,tt0118375,tt0620231,4,19,8.0,150,2000-04-09,2000,"
    After Hank's usual barber loses his mind he dyes Hank's hair blonde, so Bill convinces Hank to let him cut his hair and re-dye his hair it's natural color. Not long after that Hank receives a letter from the government stating that the haircut will cost him $900.00.    ",King of the Hill,Hank's Bad Hair Day
79,Meet the Propaniacs,tt0118375,tt0620267,4,20,7.2,163,2000-04-16,2000,"
    Bobby forms a comedy group called The Propaniacs, who goes around to several Strickland Propane locations with their propane-centered skits.    ",King of the Hill,Meet the Propaniacs
80,Nancy Boys,tt0118375,tt0764025,4,21,8.2,155,2000-04-30,2000,"
    Nancy ends her 14-year-long affair with John Redcorn.    ",King of the Hill,Nancy Boys
81,Flush with Power,tt0118375,tt0620222,4,22,7.9,154,2000-05-07,2000,"
    Hank joins the town council to uncover the truth behind the recent requirement of ineffectual low-flow toilets.    ",King of the Hill,Flush with Power
82,Transnational Amusements Presents: Peggy's Magic Sex Feet,tt0118375,tt0620332,4,23,7.6,166,2000-05-14,2000,"
    Peggy is ashamed of her size 16 feet, but her shame turns to pride when an alleged doctor takes an interest in filming them. She does not know, however, that the man is really photographing them for a sex fetish website.    ",King of the Hill,Transnational Amusements Presents: Peggy's Magic Sex Feet
83,Peggy's Fan Fair,tt0118375,tt0620283,4,24,7.8,152,2000-05-21,2000,"
    The Hills go to a country music festival in Nashville, where no one believes Peggy when she says that Randy Travis plagiarized a song she submitted to him.    ",King of the Hill,Peggy's Fan Fair
84,The Perils of Polling,tt0118375,tt0620318,5,1,7.7,158,2000-10-01,2000,"
    Hank meets Presidential candidate George W. Bush at a rally and is unimpressed by his handshake, while Luanne registers to vote as a Communist.    ",King of the Hill,The Perils of Polling
85,The Buck Stops Here,tt0118375,tt0764038,5,2,7.8,141,2000-11-05,2000,"
    Bobby works for Mr. Strickland as his golf caddy for the summer. Peggy and Minh race each other to see who can donate the most blood.    ",King of the Hill,The Buck Stops Here
86,I Don't Want to Wait ...,tt0118375,tt0620244,5,3,8.0,152,2000-11-12,2000,"
    Puberty hits 12 year-old Joseph before it hits 13 year-old Bobby. Hank builds coffins for himself and Peggy.    ",King of the Hill,I Don't Want to Wait ...
87,Spin the Choice,tt0118375,tt0764035,5,4,7.6,144,2000-11-19,2000,"
    During the Thanksgiving season, John Redcorn tries to get closer to Joseph by teaching him about the plight of the Native Americans.    ",King of the Hill,Spin the Choice
88,Peggy Makes the Big Leagues,tt0118375,tt0620281,5,5,7.6,151,2000-11-26,2000,"
    Peggy substitutes in the geometry class at Arlen High, where she attracts the ire of local businessmen for giving a failing grade to a star football player.    ",King of the Hill,Peggy Makes the Big Leagues
89,When Cotton Comes Marching Home,tt0118375,tt0620335,5,6,7.4,125,2000-12-03,2000,"
    Cotton loses his home and must go back to work to support Didi and G.H.    ",King of the Hill,When Cotton Comes Marching Home
90,What Makes Bobby Run?,tt0118375,tt0620334,5,7,7.4,135,2000-12-10,2000,"
    Bobby attempts to achieve yearbook immortality by becoming the school mascot.    ",King of the Hill,What Makes Bobby Run?
91,'Twas the Nut Before Christmas,tt0118375,tt0620188,5,8,7.7,163,2000-12-17,2000,"
    Bill opens a Santa Claus village at his house and annoys Hank by keeping it open well after Christmas.    ",King of the Hill,'Twas the Nut Before Christmas
92,Chasing Bobby,tt0118375,tt0620210,5,9,8.1,162,2001-01-21,2001,"
    Hank's truck is on its last wheels and he balks at the thought of getting a new truck, much to the chagrin of friends and family.    ",King of the Hill,Chasing Bobby
93,Yankee Hankee,tt0118375,tt0620339,5,10,7.6,154,2001-02-04,2001,"
    Hank is a proud Texan, which is all about to change when Cotton reveals to him he was born in New York City.    ",King of the Hill,Yankee Hankee
94,Hank and the Great Glass Elevator,tt0118375,tt0620228,5,11,8.1,168,2001-02-11,2001,"
    When Bill forms a friendship with Former Texas Governor Ann Richards, his ex-wife Lenore returns.    ",King of the Hill,Hank and the Great Glass Elevator
95,Now Who's the Dummy?,tt0118375,tt0620277,5,12,7.8,152,2001-02-18,2001,"
    After performing at a retirement home with his class, Bobby receives a ventriloquist's dummy from one of the residents there. Hank begrudgingly warms up to the idea, but Dale is deathly afraid of it due to a traumatic childhood experience.    ",King of the Hill,Now Who's the Dummy?
96,"Ho, Yeah!",tt0118375,tt0620240,5,13,8.6,250,2001-02-25,2001,"
    After a violent pimp shows up looking for her, Hank and Peggy unknowingly board a prostitute. Then they soon discover that Hank has been unwittingly ""pimping"" her all around town.    ",King of the Hill,"Ho, Yeah!"
97,The Exterminator,tt0118375,tt0620310,5,14,8.1,172,2001-03-04,2001,"
    Dale can no longer work as an exterminator because the chemicals he uses have eroded his sinuses. Thus, he must get an office job.    ",King of the Hill,The Exterminator
98,Luanne Virgin 2.0,tt0118375,tt0620262,5,15,7.7,169,2001-03-04,2001,"
    Luanne joins a church group to become a ""born-again virgin,"" where Peggy reveals a shocking fact about her past.    ",King of the Hill,Luanne Virgin 2.0
99,Hank's Choice,tt0118375,tt0764019,5,16,7.8,152,2001-04-01,2001,"
    When Bobby develops an allergy to Ladybird's dander, Hank makes him live in the dog house he built for the dog who refuses to live in it.    ",King of the Hill,Hank's Choice
100,It's Not Easy Being Green,tt0118375,tt0620249,5,17,7.8,145,2001-04-08,2001,"
    Hank joins Bobby's science class in opposition to a plan to drain the quarry and put a landfill there, because it will reveal a practical joke which he, Dale, and Bill played on Boomhauer in high school.    ",King of the Hill,It's Not Easy Being Green
101,The Trouble with Gribbles,tt0118375,tt0620324,5,18,7.9,156,2001-04-22,2001,"
    When Channel 83 replaces Nancy with Luanne as the weather lady, Dale concocts a scheme to sue a tobacco company to pay for a face lift for his wife.    ",King of the Hill,The Trouble with Gribbles
102,Hank's Back Story,tt0118375,tt0620230,5,19,8.1,154,2001-05-06,2001,"
    Hank must wear a prosthesis when he is diagnosed with Diminished Gluteal Syndrome.    ",King of the Hill,Hank's Back Story
103,Kidney Boy and Hamster Girl: A Love Story,tt0118375,tt0620255,5,20,7.8,157,2001-05-13,2001,"
    Bobby pretends to be a high schooler with a congenital kidney disease that has stunted his growth. He later adds to the charade by claiming Connie has a vestigial tail.    ",King of the Hill,Kidney Boy and Hamster Girl: A Love Story
104,Bobby Goes Nuts,tt0118375,tt0764014,6,1,8.7,250,2001-11-11,2001,"
    To Hank's chagrin, Bobby learns to protect himself by kicking boys in the groin.    ",King of the Hill,Bobby Goes Nuts
105,Soldier of Misfortune,tt0118375,tt0620300,6,2,8.0,139,2001-12-09,2001,"
    When Dale is ridiculed by the Arlen Gun Club for accidentally misfiring a weapon, his friends must come up with a plan to help restore Dale's self-esteem.    ",King of the Hill,Soldier of Misfortune
106,Lupe's Revenge,tt0118375,tt0620264,6,3,7.9,164,2001-12-12,2001,"
    Peggy accidentally brings a Mexican girl into the country after a Spanish class field trip to Mexico. When she tries to bring her back, she is arrested for kidnapping.    ",King of the Hill,Lupe's Revenge
107,"The Father, the Son and J.C.",tt0118375,tt0620312,6,4,7.6,147,2001-12-16,2001,"
    Hank and Cotton clash during the Christmas season while working for Habitat for Humanity.    ",King of the Hill,"The Father, the Son and J.C."
108,Father of the Bribe,tt0118375,tt0769822,6,5,7.6,127,2002-01-06,2002,"
    Khan bribes Bobby to stay away from Connie.    ",King of the Hill,Father of the Bribe
109,I'm with Cupid,tt0118375,tt0620247,6,6,7.5,122,2002-02-10,2002,"
    After spending some depressing time with Bill on Valentine's Day, Bobby starts to fear he'll end up alone. He turns his desperation towards Connie until Hank steps in and asks Boomhauer to teach Bobby how to 'pitch woo'.    ",King of the Hill,I'm with Cupid
110,Torch Song Hillogy,tt0118375,tt0620330,6,7,7.5,138,2002-02-17,2002,"
    The Olympic torch is passing through Arlen on its way to Salt Lake City, so Peggy nominates Bobby to carry the torch. He loses to Hank, whom his friends nominated behind his back.    ",King of the Hill,Torch Song Hillogy
