,title,series_id,episode_id,season,episode,rating,votes,original_air_date,year,plot,series_title,episode_title
15,Get Schwifty,2861424,4832266,2,5,8.1,6430.0,23 Aug. 2015,2015,"
    Rick and morty must aid Earth after a giant head disrupts the planet, demanding to see a hit song performed.    ",Rick and Morty (TV Series 2013– ),Get Schwifty
16,The Ricks Must Be Crazy,2861424,4832268,2,6,9.0,7695.0,30 Aug. 2015,2015,"
    Rick is having trouble with his car and they have to fix it by traveling to the microverse.    ",Rick and Morty (TV Series 2013– ),The Ricks Must Be Crazy
17,Big Trouble in Little Sanchez,2861424,4832272,2,7,8.3,5902.0,13 Sep. 2015,2015,"
    Rick joins in on some hijinks by transferring his consciousness into teenage ""Tiny Rick."" Beth and Jerry sort out their relationship.    ",Rick and Morty (TV Series 2013– ),Big Trouble in Little Sanchez
18,Interdimensional Cable 2: Tempting Fate,2861424,4832274,2,8,7.5,6221.0,20 Sep. 2015,2015,"
    Jerry is faced with the difficult decision of losing his manhood in order to save an alien leader from imminent death. Meanwhile, Rick, Morty and Summer explore the possibilities of interdimensional television.    ",Rick and Morty (TV Series 2013– ),Interdimensional Cable 2: Tempting Fate
19,Look Who's Purging Now,2861424,4832276,2,9,8.3,6142.0,27 Sep. 2015,2015,"
    Rick and Morty arrive on an alien planet to fix their ship just as the day of the purge begins there, Jerry and Summer work on their father-daughter relationship, but his lack of employment keeps coming up.    ",Rick and Morty (TV Series 2013– ),Look Who's Purging Now
20,The Wedding Squanchers,2861424,4832278,2,10,9.0,7942.0,4 Oct. 2015,2015,"
    The Smith family is invited to the wedding of Rick's best friend, Birdperson. Things go south when it's discovered that the bride isn't who she says she is.    ",Rick and Morty (TV Series 2013– ),The Wedding Squanchers
21,The Rickshank Rickdemption,2861424,5218228,3,1,9.5,12951.0,1 Apr. 2017,2017,"
    Rick, still in galactic prison, puts an intricate escape plan into action. Back on Earth, which is now under federation control, Morty and Summer have an argument about their grandpa.    ",Rick and Morty (TV Series 2013– ),The Rickshank Rickdemption
22,Rickmancing the Stone,2861424,5218256,3,2,8.1,6825.0,30 Jul. 2017,2017,"
    With the kids dealing with their parents' divorce, Rick takes them to a Mad Max-style universe where he tries to steal a green crystal from a group of scavengers.    ",Rick and Morty (TV Series 2013– ),Rickmancing the Stone
23,Pickle Rick,2861424,5218268,3,3,9.2,10124.0,6 Aug. 2017,2017,"
    Rick turns himself into a pickle while Beth, Summer, and Morty go to family therapy.    ",Rick and Morty (TV Series 2013– ),Pickle Rick
24,Vindicators 3: The Return of Worldender,2861424,5218288,3,4,8.1,6411.0,13 Aug. 2017,2017,"
    Rick and Morty are summoned by the Vindicators to stop Worldender but end up in a deathtrap conceived by Drunk Rick.    ",Rick and Morty (TV Series 2013– ),Vindicators 3: The Return of Worldender
25,The Whirly Dirly Conspiracy,2861424,5218310,3,5,8.4,6025.0,20 Aug. 2017,2017,"
    Rick takes Jerry on a sympathy adventure to a resort where everyone is immortal when there, and Jerry meets some old acquaintances of Rick's who want payback.    ",Rick and Morty (TV Series 2013– ),The Whirly Dirly Conspiracy
26,Rest and Ricklaxation,2861424,5218318,3,6,8.8,6466.0,27 Aug. 2017,2017,"
    Following a stressful adventure, Rick and Morty go on a break to a spa where they remove their toxins, which in turn take a form of their own.    ",Rick and Morty (TV Series 2013– ),Rest and Ricklaxation
27,The Ricklantis Mixup,2861424,5218332,3,7,9.8,18751.0,10 Sep. 2017,2017,"
    Whilst Rick and Morty go off to adventure in Atlantis we take a look at how the Citadel has rebuilt itself since both Rick and Morty visited.    ",Rick and Morty (TV Series 2013– ),The Ricklantis Mixup
28,Morty's Mind Blowers,2861424,5218350,3,8,8.7,5846.0,17 Sep. 2017,2017,"
    Rick reveals to Morty his ""Morty's mind blowers,"" a collection of memories Morty asked Rick to erase from his mind.    ",Rick and Morty (TV Series 2013– ),Morty's Mind Blowers
29,The ABC's of Beth,2861424,5218370,3,9,7.9,4768.0,24 Sep. 2017,2017,"
    Rick brings Beth to a world he created for her when she was younger while Beth looks for a long-lost childhood friend trapped there for years.    ",Rick and Morty (TV Series 2013– ),The ABC's of Beth
30,The Rickchurian Mortydate,2861424,5218386,3,10,8.1,4755.0,1 Oct. 2017,2017,"
    Rick and Morty are called upon by the president to kill a vicious alien in the secret tunnels under the White House.    ",Rick and Morty (TV Series 2013– ),The Rickchurian Mortydate
31,Episode #4.1,2861424,7446798,4,1,,,,,"
    Plot is unknown at this time    ",Rick and Morty (TV Series 2013– ),Episode #4.1
